trade_id,user_id,conf_date,leg_1_type,leg_1_amount,leg_1_conf_status,leg_2_type,leg_2_amount,leg_2_conf_status
6406NAOklu6cP,1075omnrnfqx,2022-07-31,GMX,69.22,declined,GateToken,Unknown,declined
503fJJimYPFzP,1075omnrnfqx,2022-09-08,Illuvium,68.94,confirmed,Compound,Unknown,confirmed
663a0QsbL1Gy5,1075omnrnfqx,2022-08-02,Ethereum Classic,145.4,confirmed,Compound,Unknown,confirmed
543IzVbHZJXuv,1075omnrnfqx,2022-10-17,Monero,125.47,confirmed,Kusama,Unknown,confirmed
9595avt48tlBS,1075omnrnfqx,2022-11-11,Solana,135.27,confirmed,Ethereum Classic,Unknown,confirmed
943yv6ykwdE3u,1075omnrnfqx,2022-08-06,Solana,244.8,confirmed,Illuvium,Unknown,pending
527JQpDTJ5AKE,1075omnrnfqx,2022-11-27,GMX,90.17,pending,Ethereum Classic,Unknown,pending
341zkuD3URfIw,1075omnrnfqx,2022-08-09,GMX,73.3,confirmed,Neo,Unknown,confirmed
751VOUsIphu51,1075omnrnfqx,2022-11-09,GateToken,29.34,confirmed,IOTA,Unknown,confirmed
4710uxqqbkE6C,452lxphnoby,2022-07-13,Avalanche,64.71,confirmed,IOTA,Unknown,confirmed
929Mcnl1rhy9R,452lxphnoby,2022-08-02,GMX,14.18,confirmed,Solana,Unknown,confirmed
939z0mIVZ3vKs,452lxphnoby,2022-11-05,GateToken,183.29,confirmed,Litecoin,Unknown,confirmed
959CkwxTzhA1l,452lxphnoby,2022-10-10,Kusama,248.65,pending,Solana,Unknown,pending
450T2LUnba4pl,452lxphnoby,2022-08-23,Compound,145.43,pending,Gnosis,Unknown,pending
825sLLbXHOMz4,452lxphnoby,2022-07-10,Compound,189.25,confirmed,IOTA,Unknown,confirmed
797rPGEwCaGH5,452lxphnoby,2022-11-08,GMX,134.46,confirmed,Compound,Unknown,declined
449zWTt8Z6qUG,452lxphnoby,2022-09-14,LINK,119.89,pending,Bitcoin SV,Unknown,pending
944MdXkI8RHTX,452lxphnoby,2022-10-27,Bitcoin SV,249.56,confirmed,Kusama,Unknown,confirmed
761N6expqIJD4,452lxphnoby,2022-09-04,Solana,156.84,confirmed,Illuvium,Unknown,declined
473XZi7GldccP,546ukbmclxw,2022-10-04,Gnosis,16.08,confirmed,LINK,Unknown,confirmed
429MlcDya2Jpg,536iewewzgs,2022-08-02,Litecoin,94.16,pending,Bitcoin SV,Unknown,pending
869KnU68yZ82b,536iewewzgs,2022-08-23,Neo,186.75,confirmed,Solana,Unknown,confirmed
599lvmyxfyGDg,536iewewzgs,2022-07-17,Ethereum Classic,118.18,pending,Compound,Unknown,pending
572Z7N6fvvTGp,536iewewzgs,2022-10-15,GMX,44.09,confirmed,GateToken,Unknown,declined
703UAqo2AvMD9,536iewewzgs,2022-10-13,Kusama,88.32,pending,Avalanche,Unknown,pending
917nSKO67NP6E,536iewewzgs,2022-09-07,GMX,56.52,confirmed,Neo,Unknown,confirmed
379UdpneJ7OHB,536iewewzgs,2022-11-16,IOTA,188.15,confirmed,GateToken,Unknown,pending
507aqIdAI7Z2h,536iewewzgs,2022-09-11,Bitcoin SV,151.28,confirmed,Kusama,Unknown,confirmed
9281OwudY4vGX,536iewewzgs,2022-11-13,Illuvium,112.27,declined,Avalanche,Unknown,declined
8713i0ojolnhg,536iewewzgs,2022-07-30,Monero,150.21,confirmed,Compound,Unknown,confirmed
904az7rbsa4vO,536iewewzgs,2022-10-28,Kusama,16.08,confirmed,LINK,Unknown,confirmed
424t9T4RHpWWj,536iewewzgs,2022-07-14,Bitcoin SV,22.46,declined,Gnosis,Unknown,declined
752faeDwPYvqm,536iewewzgs,2022-08-07,Bitcoin SV,134.55,confirmed,Illuvium,Unknown,confirmed
335vTnQHv42Kv,536iewewzgs,2022-11-05,Neo,51.9,confirmed,IOTA,Unknown,confirmed
578W6WVlPqU7K,536iewewzgs,2022-09-16,GateToken,86.39,confirmed,Illuvium,Unknown,confirmed
564dggCl53Xs5,536iewewzgs,2022-07-23,Compound,9.77,pending,IOTA,Unknown,pending
371Q8pE5ZrXi4,536iewewzgs,2022-11-16,IOTA,51.28,confirmed,GateToken,Unknown,declined
88241xob08oxx,536iewewzgs,2022-11-25,Solana,273.85,confirmed,GMX,Unknown,confirmed
425jOqxtbxNCo,536iewewzgs,2022-09-23,Compound,95.54,confirmed,Avalanche,Unknown,confirmed
357AGGUvQWDrZ,536iewewzgs,2022-07-23,Monero,101.31,confirmed,Solana,Unknown,confirmed
969qaVsrydNI0,536iewewzgs,2022-07-26,Neo,152.66,pending,GateToken,Unknown,pending
374D40XX0untW,536iewewzgs,2022-11-19,Bitcoin SV,17.65,confirmed,Litecoin,Unknown,confirmed
5265fb1Qs9rDX,536iewewzgs,2022-07-30,GateToken,14.51,confirmed,LINK,Unknown,confirmed
700KHLIQ0FgP1,536iewewzgs,2022-08-21,GMX,24.69,confirmed,Illuvium,Unknown,confirmed
897SGELDA4im9,536iewewzgs,2022-11-14,Neo,174.11,confirmed,GMX,Unknown,confirmed
731mkHBx7b3oS,536iewewzgs,2022-09-22,Neo,75.85,confirmed,GateToken,Unknown,confirmed
848BlyWUrNbd3,536iewewzgs,2022-08-29,Solana,121.54,confirmed,Monero,Unknown,confirmed
777svTWs7x3b5,536iewewzgs,2022-09-26,Ethereum Classic,179.62,confirmed,Monero,Unknown,confirmed
8476Oywis8nyk,536iewewzgs,2022-07-12,Ethereum Classic,29.19,declined,Solana,Unknown,declined
608OF0I5Y0uLR,693uzidqyti,2022-10-22,Gnosis,126.56,confirmed,GateToken,Unknown,confirmed
680jUk4ozn0Sk,693uzidqyti,2022-10-05,Bitcoin SV,40.09,confirmed,Gnosis,Unknown,confirmed
400I1BGfg3mTY,693uzidqyti,2022-11-12,Gnosis,118.39,confirmed,IOTA,Unknown,confirmed
515oDPgeqCQ4W,693uzidqyti,2022-08-01,Monero,107.51,confirmed,Ethereum Classic,Unknown,confirmed
441Lon49uucjw,693uzidqyti,2022-07-09,Bitcoin SV,30.4,confirmed,Avalanche,Unknown,confirmed
6849pKnsYhuJc,693uzidqyti,2022-10-27,Kusama,170.49,pending,IOTA,Unknown,pending
9022YFIdPhccl,912mhaqozlh,2022-09-01,GateToken,92.38,confirmed,Solana,Unknown,confirmed
544M9vIzZaUUX,912mhaqozlh,2022-08-12,Bitcoin SV,226.62,confirmed,Monero,Unknown,declined
868lxKbUYUFJz,912mhaqozlh,2022-10-20,Illuvium,50.74,pending,GateToken,Unknown,pending
963eSRU33BuXW,912mhaqozlh,2022-10-13,GMX,29.72,confirmed,Solana,Unknown,confirmed
789Usm3MdE0dK,912mhaqozlh,2022-09-03,Litecoin,50.49,confirmed,Illuvium,Unknown,confirmed
3910yiQ0AovRf,912mhaqozlh,2022-09-24,Compound,266.8,confirmed,LINK,Unknown,confirmed
925iTweJeXRro,996jtducolw,2022-08-05,GMX,124.72,pending,Gnosis,Unknown,pending
589laxNoVSkAO,996jtducolw,2022-10-26,GMX,38.14,confirmed,LINK,Unknown,confirmed
829qhhJ4g7Nbj,996jtducolw,2022-08-25,Gnosis,78.9,pending,Compound,Unknown,pending
53358BhlhRvRt,996jtducolw,2022-08-19,Bitcoin SV,126.3,pending,Neo,Unknown,pending
974npCUlNGm4u,996jtducolw,2022-08-20,Solana,27.86,confirmed,IOTA,Unknown,declined
591iguwUS4RMo,996jtducolw,2022-10-31,GMX,50.65,confirmed,Illuvium,Unknown,confirmed
663mF1hfREVtQ,1107feohlrsw,2022-08-04,LINK,276.24,confirmed,Avalanche,Unknown,confirmed
743GimwLa2wGA,1282fywdqwti,2022-10-24,IOTA,90.23,pending,LINK,Unknown,pending
8949Q5IHepHS5,1282fywdqwti,2022-10-03,Neo,44.55,confirmed,IOTA,Unknown,pending
1000rOfZZpgU7L,1282fywdqwti,2022-09-10,Bitcoin SV,161.32,confirmed,Avalanche,Unknown,confirmed
936dg6WkAAWio,1282fywdqwti,2022-10-16,Bitcoin SV,163.9,pending,Litecoin,Unknown,pending
363RfhOGbeE8p,1282fywdqwti,2022-10-20,IOTA,130.32,confirmed,Avalanche,Unknown,confirmed
546975Rg4IAll,1282fywdqwti,2022-07-12,Ethereum Classic,46.96,confirmed,Litecoin,Unknown,confirmed
7395UwH5fTmjh,1282fywdqwti,2022-09-24,Compound,162.65,pending,Bitcoin SV,Unknown,pending
656DsnMsSYwHV,1282fywdqwti,2022-08-20,Ethereum Classic,49.4,pending,Bitcoin SV,Unknown,pending
418LlKvy6s889,1282fywdqwti,2022-11-14,Avalanche,158.59,confirmed,Monero,Unknown,confirmed
697v2rsmvYvy1,1282fywdqwti,2022-07-17,LINK,127.24,confirmed,Avalanche,Unknown,pending
646wR4zSVdKRV,1282fywdqwti,2022-11-16,GMX,144.29,confirmed,Gnosis,Unknown,pending
527XnsMBnRC8s,1282fywdqwti,2022-10-27,Bitcoin SV,234.78,pending,Kusama,Unknown,pending
694FmoGzrWBuS,1282fywdqwti,2022-11-07,IOTA,188.36,pending,Bitcoin SV,Unknown,pending
763oSfE8KM5pX,1282fywdqwti,2022-11-06,Avalanche,138.24,declined,Compound,Unknown,declined
768c1y0AA5OIY,1282fywdqwti,2022-07-02,Avalanche,121.95,declined,Litecoin,Unknown,declined
496dq8M0yti3G,1282fywdqwti,2022-08-07,Ethereum Classic,96.16,confirmed,GateToken,Unknown,confirmed
4975uAUnnN5uf,1282fywdqwti,2022-09-14,LINK,168.45,confirmed,Bitcoin SV,Unknown,confirmed
716xIsy553et2,1282fywdqwti,2022-07-10,GMX,120.37,confirmed,GateToken,Unknown,confirmed
682n6xmf2OPFo,1282fywdqwti,2022-09-27,Solana,40.15,confirmed,Neo,Unknown,pending
915eQ6lexOs81,1282fywdqwti,2022-10-16,GateToken,84.76,confirmed,IOTA,Unknown,confirmed
989ekMbAzsj4O,1282fywdqwti,2022-10-05,Ethereum Classic,188.83,confirmed,Kusama,Unknown,pending
696NZPSFBQit3,1282fywdqwti,2022-08-28,Ethereum Classic,177.68,pending,Bitcoin SV,Unknown,pending
965upgMx2fFqL,1282fywdqwti,2022-08-15,Bitcoin SV,263.73,confirmed,Compound,Unknown,confirmed
428PMpVFtuoVB,1282fywdqwti,2022-07-18,Solana,272.23,confirmed,Litecoin,Unknown,confirmed
695WyrpGVSQQ0,1282fywdqwti,2022-10-26,Monero,121.83,confirmed,Solana,Unknown,declined
612WMpDO8Br9X,1282fywdqwti,2022-08-02,Kusama,206.28,confirmed,Monero,Unknown,confirmed
968TMvWd5flIn,1282fywdqwti,2022-10-17,Avalanche,69.48,confirmed,Litecoin,Unknown,confirmed
469NFmdQ7mKl9,1282fywdqwti,2022-10-06,Illuvium,52.92,confirmed,Bitcoin SV,Unknown,declined
679DKtTHqc1uq,1282fywdqwti,2022-08-20,IOTA,98.94,confirmed,Solana,Unknown,confirmed
869SkJtCGyjIu,688vceqvrcz,2022-10-25,Monero,102.61,confirmed,Compound,Unknown,confirmed
668Egj5yk56Tk,688vceqvrcz,2022-09-19,Avalanche,129.11,pending,IOTA,Unknown,pending
747kdVVjSGLgK,688vceqvrcz,2022-10-25,Compound,11.46,confirmed,Litecoin,Unknown,confirmed
348IwpwP9m1Uf,688vceqvrcz,2022-09-15,Compound,217.26,pending,Solana,Unknown,pending
437rQfp6HPya2,688vceqvrcz,2022-08-04,GMX,31.04,confirmed,Compound,Unknown,confirmed
747SK2r9wZGiM,688vceqvrcz,2022-11-12,LINK,65.05,confirmed,Monero,Unknown,confirmed
853hM0kKhTKlL,688vceqvrcz,2022-10-09,Illuvium,81.08,confirmed,GateToken,Unknown,confirmed
831YyqM4VLOI5,688vceqvrcz,2022-11-13,Gnosis,39.85,declined,Avalanche,Unknown,declined
5540TlkU4CnH8,688vceqvrcz,2022-09-14,Ethereum Classic,137.97,confirmed,Litecoin,Unknown,confirmed
658NH4HLNbcpG,688vceqvrcz,2022-08-21,Illuvium,130.69,confirmed,Solana,Unknown,declined
5555Cj7K6I0Hr,814pvwvbsnq,2022-09-18,IOTA,182.65,pending,Kusama,Unknown,pending
974GswD26rjhc,814pvwvbsnq,2022-07-15,Avalanche,11.97,confirmed,Ethereum Classic,Unknown,confirmed
868aEowXtQ2nb,814pvwvbsnq,2022-09-05,Monero,106.93,pending,Ethereum Classic,Unknown,pending
862XqTukqVrjf,814pvwvbsnq,2022-09-12,Compound,35.31,confirmed,GateToken,Unknown,confirmed
6917a8guO6i09,814pvwvbsnq,2022-11-23,Monero,78.79,confirmed,Neo,Unknown,confirmed
482HzNTuzZrua,814pvwvbsnq,2022-09-28,GMX,119.19,confirmed,Avalanche,Unknown,pending
836v9QOMSXMdq,814pvwvbsnq,2022-10-31,Neo,133.72,confirmed,Kusama,Unknown,confirmed
914DmMwqa29VG,814pvwvbsnq,2022-10-24,Kusama,71.85,confirmed,LINK,Unknown,confirmed
439gyOUfovpM9,814pvwvbsnq,2022-07-10,Compound,223.85,confirmed,Neo,Unknown,confirmed
860LM5QioAQD0,927rkvisqtw,2022-09-10,Kusama,185.5,confirmed,Litecoin,Unknown,confirmed
557XFRIoYL6WW,927rkvisqtw,2022-08-26,Gnosis,80.85,confirmed,Monero,Unknown,confirmed
679g4ooABBcrg,927rkvisqtw,2022-11-18,Gnosis,43.4,confirmed,GMX,Unknown,confirmed
785NjhQxXS66t,927rkvisqtw,2022-09-01,Monero,93.53,confirmed,Avalanche,Unknown,confirmed
883IowdHJthhh,927rkvisqtw,2022-10-16,Compound,62.02,confirmed,IOTA,Unknown,pending
633MU2wVAlFiS,927rkvisqtw,2022-07-24,GateToken,26.58,confirmed,Bitcoin SV,Unknown,confirmed
61684bYXLOOri,927rkvisqtw,2022-09-08,Gnosis,109.09,confirmed,LINK,Unknown,confirmed
746pcImfD5jvx,977lcujsjzb,2022-07-27,Neo,139.03,confirmed,GateToken,Unknown,declined
8808EtFrm7MAu,977lcujsjzb,2022-07-22,Gnosis,107.82,confirmed,Solana,Unknown,confirmed
587LpWdoronED,977lcujsjzb,2022-10-23,Ethereum Classic,64.11,confirmed,GMX,Unknown,pending
594N1jSf2gaYR,977lcujsjzb,2022-08-13,Kusama,48.62,confirmed,Ethereum Classic,Unknown,confirmed
375tvU6GJNl9T,977lcujsjzb,2022-10-28,Solana,83.67,confirmed,Monero,Unknown,confirmed
655kNjqAWao2O,977lcujsjzb,2022-11-11,Avalanche,78.87,confirmed,Neo,Unknown,confirmed
777aiArrwHqYy,977lcujsjzb,2022-11-02,Solana,124.58,confirmed,LINK,Unknown,confirmed
560y7YX3QPKiN,977lcujsjzb,2022-10-01,Monero,10.66,confirmed,GateToken,Unknown,confirmed
459jNLsBkwZEL,977lcujsjzb,2022-10-27,Compound,231.11,confirmed,GMX,Unknown,pending
65027bhulIRel,977lcujsjzb,2022-09-08,Avalanche,111.71,confirmed,GateToken,Unknown,pending
7090Svxlb0M6M,977lcujsjzb,2022-11-21,Compound,179.29,declined,LINK,Unknown,declined
566kHNhJRaajZ,977lcujsjzb,2022-07-01,GateToken,162.32,confirmed,Litecoin,Unknown,confirmed
878Lgh4d4B5BZ,977lcujsjzb,2022-10-10,Kusama,49.77,confirmed,Solana,Unknown,confirmed
872ct5oRnUPla,977lcujsjzb,2022-08-26,Monero,87.22,declined,Litecoin,Unknown,declined
990xSu9T5yO8r,977lcujsjzb,2022-11-05,Avalanche,37.79,confirmed,Solana,Unknown,pending
556a0UFInPhG3,977lcujsjzb,2022-09-23,Illuvium,123.16,pending,GMX,Unknown,pending
439w7LKHHQo5j,977lcujsjzb,2022-10-04,Illuvium,122.52,declined,GMX,Unknown,declined
833PmgYKar3kC,977lcujsjzb,2022-10-21,Avalanche,147.24,confirmed,Solana,Unknown,confirmed
855gdNRfEs4VQ,977lcujsjzb,2022-08-19,Compound,214.87,confirmed,GMX,Unknown,declined
796fqP7nfV2AU,1002issztswj,2022-11-25,Monero,90.35,confirmed,Illuvium,Unknown,declined
7806UBywDcZyx,1002issztswj,2022-07-15,GateToken,179.11,confirmed,Kusama,Unknown,declined
722KX8eQMFyfP,1002issztswj,2022-09-25,Compound,21.59,confirmed,Kusama,Unknown,confirmed
644Jh4vqamm8I,1002issztswj,2022-09-06,LINK,83.95,confirmed,Avalanche,Unknown,confirmed
4516IUAlpe5Et,1002issztswj,2022-09-06,Gnosis,93.18,confirmed,Bitcoin SV,Unknown,confirmed
517exzFr1lN0a,1002issztswj,2022-11-02,Bitcoin SV,120.28,pending,Avalanche,Unknown,pending
707CswuGeaxfF,1002issztswj,2022-07-11,Ethereum Classic,157.59,confirmed,GateToken,Unknown,confirmed
747mk462wwyqj,1002issztswj,2022-11-27,Neo,112.66,declined,IOTA,Unknown,declined
383GVpxKwvg9s,462mobcsdtc,2022-10-02,Monero,92.31,declined,Ethereum Classic,Unknown,declined
3975uETUWmdiJ,462mobcsdtc,2022-09-24,Kusama,144.84,confirmed,Monero,Unknown,confirmed
737LxbjBOQyg1,462mobcsdtc,2022-11-09,Illuvium,101.0,confirmed,Solana,Unknown,confirmed
748J8I4X6TC7P,462mobcsdtc,2022-11-20,IOTA,91.53,confirmed,GateToken,Unknown,pending
906MU7X57aOpX,462mobcsdtc,2022-11-17,Compound,20.16,declined,GateToken,Unknown,declined
858KvDuhJDFws,462mobcsdtc,2022-07-08,Illuvium,43.71,confirmed,Kusama,Unknown,confirmed
437y1OznKT9Nm,462mobcsdtc,2022-09-12,Bitcoin SV,20.06,declined,Solana,Unknown,declined
635ohK5Nvrh9r,462mobcsdtc,2022-11-05,Compound,152.51,confirmed,Bitcoin SV,Unknown,confirmed
565erm9yo3cV1,462mobcsdtc,2022-09-25,Avalanche,59.2,confirmed,Kusama,Unknown,confirmed
487EJD41LGauE,462mobcsdtc,2022-11-19,Compound,232.63,confirmed,GMX,Unknown,pending
509VXf5yYutld,462mobcsdtc,2022-09-01,Ethereum Classic,190.14,declined,Bitcoin SV,Unknown,declined
4503KiPUdl9tv,462mobcsdtc,2022-07-26,Solana,184.09,confirmed,Litecoin,Unknown,confirmed
928TpLwlDstTq,462mobcsdtc,2022-10-25,LINK,61.51,confirmed,Compound,Unknown,pending
388QB2hTest1W,462mobcsdtc,2022-11-23,Monero,27.04,pending,Avalanche,Unknown,pending
787ZKRKO770Fu,462mobcsdtc,2022-08-21,Illuvium,105.13,confirmed,Compound,Unknown,confirmed
7331MKAfTIggI,462mobcsdtc,2022-10-28,Kusama,216.7,confirmed,Illuvium,Unknown,pending
425hyWXQqB9V8,462mobcsdtc,2022-08-31,Bitcoin SV,72.79,confirmed,GateToken,Unknown,confirmed
436sitxzJ5E8R,462mobcsdtc,2022-07-12,Compound,57.78,confirmed,Kusama,Unknown,confirmed
817GK2eAbJz8m,462mobcsdtc,2022-09-18,Ethereum Classic,164.11,confirmed,GMX,Unknown,confirmed
718vKHDC26g4B,462mobcsdtc,2022-11-19,Illuvium,14.02,confirmed,Gnosis,Unknown,confirmed
98824VAdl7JqJ,462mobcsdtc,2022-10-19,Avalanche,24.94,confirmed,GateToken,Unknown,confirmed
514CNdOLMbxJv,462mobcsdtc,2022-08-12,Monero,107.03,confirmed,Gnosis,Unknown,confirmed
333VmymyVZBlF,462mobcsdtc,2022-09-23,Compound,136.6,confirmed,Avalanche,Unknown,declined
778PIy6oaH9qg,462mobcsdtc,2022-09-24,Monero,31.99,confirmed,Solana,Unknown,confirmed
485wCzGN59sgI,462mobcsdtc,2022-09-10,IOTA,126.87,confirmed,GMX,Unknown,confirmed
714k6nn1fL6um,462mobcsdtc,2022-10-11,Solana,249.42,pending,GateToken,Unknown,pending
624k2dQdVLvZW,462mobcsdtc,2022-10-30,GateToken,158.23,pending,Bitcoin SV,Unknown,pending
880YE2Odb9IQK,462mobcsdtc,2022-08-13,Gnosis,100.83,confirmed,Bitcoin SV,Unknown,pending
818bhpZjsGlBK,462mobcsdtc,2022-10-10,Bitcoin SV,241.73,confirmed,Kusama,Unknown,pending
712EzhIuOC5Ce,462mobcsdtc,2022-11-16,Avalanche,151.96,confirmed,Litecoin,Unknown,pending
691RXLU6OePzO,1154wpfhnnyn,2022-08-23,Neo,45.97,confirmed,Monero,Unknown,confirmed
916q0KcRbRDj2,558bxrqfaoc,2022-10-06,Ethereum Classic,79.88,pending,Solana,Unknown,pending
908dWZ0H9nCko,448rzxynwep,2022-11-22,GMX,30.48,pending,Avalanche,Unknown,pending
819SVtLSofwhk,1026xomibqjv,2022-10-31,Neo,60.13,confirmed,GateToken,Unknown,confirmed
746hyqxFddcvK,591dvetarmt,2022-11-25,Monero,68.22,pending,Neo,Unknown,pending
513ROH9LRghE7,591dvetarmt,2022-09-19,GMX,111.16,declined,Compound,Unknown,declined
430khBJCsw9dd,591dvetarmt,2022-07-10,Monero,29.35,confirmed,Litecoin,Unknown,pending
906ekQjoHLC2Z,591dvetarmt,2022-09-04,Monero,99.82,pending,Illuvium,Unknown,pending
965JYX6lVr7lE,591dvetarmt,2022-10-17,Monero,114.97,pending,Bitcoin SV,Unknown,pending
802Vf6DJpyWvu,591dvetarmt,2022-07-11,Monero,140.69,confirmed,Gnosis,Unknown,pending
459Pxlp1awSPR,591dvetarmt,2022-10-23,Ethereum Classic,82.92,pending,Bitcoin SV,Unknown,pending
677o3FV0pLMuT,591dvetarmt,2022-11-19,GMX,92.19,confirmed,Bitcoin SV,Unknown,confirmed
737maHVc3VtsP,591dvetarmt,2022-07-29,GateToken,109.31,pending,Monero,Unknown,pending
347hA5TvCJN77,591dvetarmt,2022-10-19,GMX,147.95,confirmed,Ethereum Classic,Unknown,confirmed
440e4wxhcKEqY,591dvetarmt,2022-09-06,Kusama,142.28,declined,Monero,Unknown,declined
731jPPDCA7j11,848ppgtdlab,2022-09-24,Solana,42.38,confirmed,Gnosis,Unknown,confirmed
461LfiemBrsYs,929meirvdbp,2022-10-08,LINK,122.49,confirmed,IOTA,Unknown,confirmed
654GSMvq7SGPm,1442gnieqrlh,2022-10-20,GMX,49.77,confirmed,Compound,Unknown,confirmed
384A2T00c21p2,1442gnieqrlh,2022-07-10,Ethereum Classic,135.93,confirmed,GateToken,Unknown,confirmed
853nIlNkyFh9M,1442gnieqrlh,2022-07-27,Compound,220.92,pending,Gnosis,Unknown,pending
629163meB72TH,1442gnieqrlh,2022-08-30,IOTA,94.02,pending,Solana,Unknown,pending
871fE0rW715Wd,1442gnieqrlh,2022-08-13,Litecoin,123.13,pending,Compound,Unknown,pending
817BqAJKoEpWa,1442gnieqrlh,2022-10-22,Kusama,194.88,confirmed,Gnosis,Unknown,confirmed
820qvladLli9n,1442gnieqrlh,2022-10-10,IOTA,181.26,confirmed,Compound,Unknown,confirmed
390vjAib3y13x,1442gnieqrlh,2022-07-29,IOTA,57.74,confirmed,GMX,Unknown,confirmed
980aU6PEL53t0,1442gnieqrlh,2022-11-17,Compound,53.63,confirmed,Illuvium,Unknown,pending
66517JbBwy0aq,1442gnieqrlh,2022-10-29,Monero,65.4,confirmed,IOTA,Unknown,confirmed
641hYHAUuMFht,1442gnieqrlh,2022-07-05,Solana,193.71,confirmed,Illuvium,Unknown,declined
695N02G38TwUU,1442gnieqrlh,2022-08-17,Illuvium,9.23,declined,GateToken,Unknown,declined
679sZgj9O9HSn,1442gnieqrlh,2022-07-31,GMX,140.52,confirmed,Compound,Unknown,confirmed
680Sx1kKuAOAn,1442gnieqrlh,2022-11-14,Neo,194.68,confirmed,LINK,Unknown,declined
583x1cQSFO4RN,1442gnieqrlh,2022-11-16,Bitcoin SV,34.81,confirmed,Kusama,Unknown,confirmed
814rkMz9uKBJN,1442gnieqrlh,2022-10-21,Neo,161.47,confirmed,Monero,Unknown,declined
566UiQTdCt4sL,1442gnieqrlh,2022-10-26,GMX,52.96,confirmed,Illuvium,Unknown,confirmed
472k7rHAt16Ws,1442gnieqrlh,2022-08-16,Gnosis,15.25,confirmed,GateToken,Unknown,confirmed
622kf8c7mWBzf,1442gnieqrlh,2022-08-27,LINK,61.9,confirmed,Illuvium,Unknown,confirmed
74087gPYrZzoZ,1442gnieqrlh,2022-11-04,Monero,126.97,declined,GMX,Unknown,declined
770HZrVrHi9yl,1261kmxcbqrw,2022-08-31,Litecoin,139.23,confirmed,GateToken,Unknown,confirmed
391ntywDrJyzN,816dorhrega,2022-08-15,LINK,39.81,confirmed,Gnosis,Unknown,confirmed
446glT7aVy5Nt,816dorhrega,2022-09-26,Compound,208.75,confirmed,Solana,Unknown,confirmed
690V1yuIws6y5,816dorhrega,2022-09-02,Monero,87.02,confirmed,Kusama,Unknown,confirmed
884vTMdicFcqf,816dorhrega,2022-10-06,Solana,229.1,confirmed,Gnosis,Unknown,confirmed
731IGyMbQldyl,816dorhrega,2022-11-22,Neo,24.1,confirmed,GateToken,Unknown,confirmed
626SLlYI6Zo1z,816dorhrega,2022-09-22,Bitcoin SV,222.2,confirmed,Avalanche,Unknown,confirmed
787lg3vByN61t,816dorhrega,2022-11-17,Compound,18.15,confirmed,Gnosis,Unknown,confirmed
774PevGOx0YAD,816dorhrega,2022-09-10,Illuvium,32.29,pending,Solana,Unknown,pending
709PKNj26iUZw,816dorhrega,2022-07-22,Illuvium,98.65,confirmed,Bitcoin SV,Unknown,confirmed
593Wd2ihI8mru,816dorhrega,2022-07-11,Monero,57.44,pending,IOTA,Unknown,pending
477zLTsTyJQTL,816dorhrega,2022-08-04,Ethereum Classic,19.92,confirmed,Solana,Unknown,confirmed
720J5iObr2lHN,816dorhrega,2022-10-31,Compound,241.39,confirmed,Avalanche,Unknown,confirmed
411j2CHlZVf41,816dorhrega,2022-07-23,Avalanche,121.82,confirmed,Kusama,Unknown,confirmed
767RdSa5xAWFc,816dorhrega,2022-10-04,Monero,71.38,confirmed,Litecoin,Unknown,confirmed
532woBR1kT0Vw,816dorhrega,2022-07-18,GMX,149.23,confirmed,LINK,Unknown,confirmed
459lwrTzPmect,816dorhrega,2022-07-12,LINK,163.51,confirmed,Kusama,Unknown,pending
825gh4X9WVFpn,816dorhrega,2022-10-22,Kusama,76.06,declined,Monero,Unknown,declined
8545SiDfPXNGe,816dorhrega,2022-11-15,IOTA,69.2,confirmed,Compound,Unknown,pending
9029dxX2XFB0I,816dorhrega,2022-10-17,Compound,194.64,confirmed,Neo,Unknown,confirmed
9592RHfgRaa7C,816dorhrega,2022-08-12,Neo,121.37,confirmed,Bitcoin SV,Unknown,confirmed
475jGu4odoJ1m,816dorhrega,2022-07-31,Illuvium,11.77,confirmed,LINK,Unknown,confirmed
976TQ4aDiGhKO,864ieotlrjb,2022-10-17,Compound,25.1,confirmed,Ethereum Classic,Unknown,confirmed
756twBgnKudPz,864ieotlrjb,2022-09-14,Bitcoin SV,129.83,confirmed,LINK,Unknown,confirmed
436ftqEmoHpmt,864ieotlrjb,2022-08-10,Kusama,123.18,confirmed,Ethereum Classic,Unknown,confirmed
530rWFwx8WTPX,864ieotlrjb,2022-07-17,IOTA,175.51,confirmed,Solana,Unknown,confirmed
397qItmFSPYSe,864ieotlrjb,2022-08-04,LINK,71.49,confirmed,Illuvium,Unknown,declined
686U9KZmd7Vtm,864ieotlrjb,2022-11-26,GMX,93.33,confirmed,Kusama,Unknown,confirmed
761Y2r64bBG7K,864ieotlrjb,2022-10-08,GateToken,140.5,confirmed,GMX,Unknown,confirmed
722DJay1v8LFM,864ieotlrjb,2022-10-06,GateToken,88.88,pending,LINK,Unknown,pending
338Bm4Mf4pPi2,864ieotlrjb,2022-09-26,Illuvium,109.79,confirmed,Ethereum Classic,Unknown,pending
742e3X4dc77Zr,864ieotlrjb,2022-07-31,Gnosis,113.31,confirmed,GMX,Unknown,confirmed
864pe8XbGvHtP,864ieotlrjb,2022-10-06,Kusama,75.06,confirmed,Avalanche,Unknown,confirmed
